Strategy report
Symbol: /ES:XCME
Work Time: 11/11/20, 7:30 AM - 7/29/21, 1:30 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
12480;shared_kg_EveryTickOHLC(OHLC|4,193.25|4,193.5|4,190.75|4,192.5);Buy to Open;1;50.0;$4,192.25;5/26/21, 10:20 AM;;$1,779,825.00;0.0;
12481;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,193.50;5/26/21, 10:30 AM;$137.50;$1,779,925.00;-50.0;
12482;shared_kg_EveryTickOHLC(OHLC|4,192.5|4,192.75|4,190|4,191.5);Buy to Open;1;50.0;$4,190.75;5/26/21, 10:30 AM;;$1,779,962.50;0.0;
12483;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,192.75;5/26/21, 10:40 AM;$137.50;$1,779,912.50;-50.0;
12484;shared_kg_EveryTickOHLC(OHLC|4,191.5|4,194|4,190.25|4,193.75);Buy to Open;1;50.0;$4,190.00;5/26/21, 10:40 AM;;$1,780,100.00;0.0;
12485;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,194.00;5/26/21, 10:50 AM;$187.50;$1,780,012.50;-50.0;
12486;shared_kg_EveryTickOHLC(OHLC|4,193.75|4,196.5|4,193.75|4,195.75);Buy to Open;1;50.0;$4,190.25;5/26/21, 10:50 AM;;$1,780,287.50;0.0;
12487;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,196.50;5/26/21, 11:00 AM;$137.50;$1,780,275.00;-50.0;
12488;shared_kg_EveryTickOHLC(OHLC|4,195.75|4,197.5|4,194.75|4,196.75);Buy to Open;1;50.0;$4,193.75;5/26/21, 11:00 AM;;$1,780,425.00;0.0;
12489;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,197.50;5/26/21, 11:10 AM;$137.50;$1,780,500.00;-50.0;
12490;shared_kg_EveryTickOHLC(OHLC|4,196.75|4,197.5|4,195.75|4,196);Buy to Open;1;50.0;$4,194.75;5/26/21, 11:10 AM;;$1,780,562.50;0.0;
12491;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,197.50;5/26/21, 11:20 AM;$87.50;$1,780,637.50;-50.0;
